emp_no,first_name,last_name,title,dept_name
11939,Chinhyun,Basart,Technique Leader,Production
11940,Ult,Anido,Assistant Engineer,Development
11944,Along,Aumann,Senior Engineer,Quality Management
11945,Limsoon,Marakhovsky,Staff,Human Resources
11948,Yahiko,Nergos,Senior Engineer,Customer Service
11949,Martijn,Harbusch,Technique Leader,Production
11951,Bernt,Haumacher,Senior Engineer,Development
11965,Arup,Morrey,Engineer,Production
11972,Sibyl,Beausoleil,Senior Staff,Marketing
11980,Yechezkel,Pews,Staff,Sales
11983,Jaana,Hedayat,Senior Engineer,Development
11987,Vidya,Schaar,Senior Staff,Customer Service
11988,Chinya,Chinin,Senior Engineer,Development
11989,Erzsebet,Peltason,Technique Leader,Production
11993,Marit,Dalphin,Senior Staff,Human Resources
11994,Sigeru,Fiebach,Senior Staff,Marketing
11997,Heon,Mawatari,Staff,Human Resources
12007,Marko,Dehkordi,Senior Engineer,Development
12008,Frederique,Zykh,Engineer,Production
12011,Zhilian,Coorg,Senior Staff,Sales
12015,Kensei,Guenter,Staff,Research
12021,Chikara,Rahimi,Senior Engineer,Production
12023,Chuanyi,Eppinger,Technique Leader,Quality Management
12024,Mayumi,Lanzelotte,Staff,Human Resources
12025,Jaewoo,Heiserman,Staff,Marketing
12028,Ingemar,Walstra,Senior Engineer,Development
12030,Shuky,Cromarty,Staff,Human Resources
12033,Visit,Serot,Engineer,Development
12034,Aemilian,Piazza,Staff,Sales
12036,Mads,Ratzlaff,Senior Staff,Sales
12037,Arunas,Katzenelson,Senior Staff,Customer Service
12040,Bluma,Kermarrec,Senior Staff,Marketing
12043,Masaki,Lubachevsky,Staff,Research
12044,Rance,Hemaspaandra,Senior Engineer,Production
12047,Jordanka,Ligten,Assistant Engineer,Quality Management
12050,Yuchang,Tchuente,Engineer,Production
12052,Masako,Khasidashvili,Technique Leader,Development
12053,Yechezkel,Pelc,Senior Engineer,Production
12054,Odysseas,Braccini,Staff,Sales
12055,Rutger,Kilgore,Staff,Finance
12060,Toshimi,Antonakopoulos,Technique Leader,Quality Management
12062,Margareta,Worfolk,Senior Staff,Human Resources
12063,Lein,Bale,Senior Engineer,Production
12069,Ayonca,Burnard,Senior Engineer,Development
12070,Ger,Shokrollahi,Technique Leader,Development
12076,Karlis,Siprelle,Senior Staff,Sales
12077,Steve,Hutton,Senior Engineer,Production
12080,Panayotis,Feinberg,Senior Staff,Sales
12082,Xinan,Yamaashi,Senior Staff,Sales
12087,Weijing,Jumpertz,Engineer,Development
12089,Bilhanan,Socorro,Senior Staff,Human Resources
12090,Shigenori,Angelopoulos,Engineer,Production
12091,Lansing,Cunliffe,Senior Engineer,Quality Management
12092,Kauko,Unno,Senior Staff,Research
12093,Evgueni,Oxenboll,Senior Engineer,Development
12094,Weiru,Pearson,Senior Staff,Customer Service
12095,Fai,Smeets,Senior Engineer,Production
12099,Nobuyoshi,Kuzuoka,Senior Staff,Sales
12102,Aron,Erde,Staff,Sales
12103,Becky,Erie,Staff,Customer Service
12104,Dulce,Kohling,Senior Engineer,Production
12112,Satyanarayana,Avouris,Senior Staff,Finance
12114,Shiv,Rubsam,Staff,Research
12122,Satoru,Krone,Senior Engineer,Production
12123,Xiahua,Syrzycki,Senior Staff,Research
12125,Shounak,Erman,Engineer,Development
12128,Yannik,Barreiro,Staff,Sales
12138,Takahito,Brender,Engineer,Production
12140,Xudong,Paciorek,Senior Staff,Human Resources
12148,Hidde,Garigliano,Assistant Engineer,Production
12149,Suebskul,Grandbois,Senior Staff,Sales
12159,Shem,Perly,Senior Engineer,Development
12160,Aamer,Garrabrants,Senior Staff,Sales
12164,Muneo,Chachaty,Engineer,Development
12165,Xiaobin,Maquelin,Senior Engineer,Development
12168,Arnd,Salverda,Senior Staff,Customer Service
12172,Jianhua,Llado,Senior Staff,Human Resources
12173,Adel,Nanard,Senior Engineer,Production
12174,Slavian,Plavsic,Senior Engineer,Development
12183,Harngdar,Iisaku,Engineer,Quality Management
12186,Guther,Nooteboom,Senior Staff,Customer Service
12190,Abdulah,Engberts,Senior Engineer,Development
12191,Rosella,Bazzichi,Engineer,Production
12192,Feiyu,Klyachko,Senior Engineer,Quality Management
12205,Sushant,Rossi,Senior Engineer,Development
12206,Barton,Janetzko,Senior Engineer,Development
12210,Vugranam,Ashish,Senior Staff,Research
12213,Kwangho,Brizzi,Senior Staff,Sales
12216,Aloke,Mansanne,Engineer,Quality Management
12218,Yaghout,Strooper,Senior Engineer,Quality Management
12219,Junsik,Gadepally,Senior Staff,Research
12221,Vincent,Melter,Senior Engineer,Development
12222,Abdelwaheb,Holburn,Senior Staff,Finance
12223,Niteen,Koyama,Senior Engineer,Production
12230,Yuriy,Bellone,Engineer,Development
12231,Nishit,Bharadwaj,Senior Engineer,Production
12235,Honesty,Haumacher,Staff,Sales
12242,Satoru,Wolniewicz,Engineer,Development
12247,Subbu,Penttonen,Technique Leader,Development
12249,Eldridge,Sadowski,Senior Engineer,Development
12250,Kerhong,Aloia,Senior Engineer,Development
12254,Chaitali,Stafford,Engineer,Production
12256,Guadalupe,Reghbati,Senior Staff,Human Resources
12258,Kankanahalli,Eiter,Senior Engineer,Development
12264,Mart,Pagter,Engineer,Development
12269,Mohammed,Whitcomb,Senior Engineer,Quality Management
12270,Shakhar,Kornyak,Senior Staff,Research
12272,Behnaam,Grandbois,Senior Staff,Human Resources
12273,Jaideep,Uehara,Senior Staff,Sales
12274,Garnik,Papadias,Engineer,Development
12276,Yongmin,Lenart,Senior Engineer,Development
12281,Hisao,Langford,Senior Engineer,Development
12282,Tadahiro,Delgrange,Engineer,Development
12291,Masamitsu,Koyama,Senior Staff,Sales
12298,Tetsurou,Rodham,Senior Engineer,Research
12303,Godehard,Braccini,Senior Staff,Research
12308,Mototsugu,Cronau,Senior Staff,Human Resources
12311,Susanne,Lubachevsky,Senior Engineer,Development
12312,Chenye,Velasco,Engineer,Production
12316,Hyuncheol,Duclos,Engineer,Production
12317,Weiyi,Crabtree,Staff,Production
12327,DAIDA,Bruckman,Senior Engineer,Development
12328,Atilio,Prampolini,Staff,Human Resources
12335,Arnould,Genin,Senior Staff,Human Resources
12338,Kagan,Besselaar,Staff,Finance
12339,Pranay,Czaja,Staff,Research
12341,Rasiah,Luga,Senior Engineer,Development
12343,Sorina,Slaats,Senior Staff,Production
12345,Xuedong,Mellouli,Senior Engineer,Production
12351,Gennady,Zizka,Engineer,Development
12355,Vidar,Hutton,Senior Engineer,Production
12364,Neelam,Cummings,Assistant Engineer,Production
12365,Kamakshi,Bisiani,Senior Engineer,Production
12366,Patricio,Setlzner,Staff,Customer Service
12368,Gor,Dechter,Senior Staff,Marketing
12373,Mooi,Driscoll,Senior Staff,Sales
12379,Kazuhisa,Serna,Technique Leader,Development
12380,Menkae,Farrow,Staff,Marketing
12381,Amalendu,Klerer,Senior Staff,Research
12388,Arumugam,Hebert,Senior Engineer,Production
12394,Stevo,Reeken,Engineer,Quality Management
12395,Sanjit,Felder,Senior Staff,Finance
12399,Mihalis,Luga,Senior Staff,Sales
12407,Jianwen,Brodie,Engineer,Production
12411,Shao,Ibel,Senior Staff,Sales
12413,Hugh,Gadepally,Senior Engineer,Production
12415,Uri,Sluis,Staff,Sales
12417,Dannz,Spelt,Senior Engineer,Production
12421,Toshimi,Gulik,Senior Engineer,Development
12422,Berhard,Demos,Senior Staff,Human Resources
12426,Shahaf,Valtorta,Technique Leader,Quality Management
12427,Zissis,Daescu,Senior Staff,Research
12434,Xumin,Bernardinello,Engineer,Production
12438,Yongmao,Mondadori,Senior Staff,Customer Service
12450,Sanjeeva,Perng,Senior Engineer,Development
12451,Pramod,Marzano,Senior Engineer,Development
12452,Hiroyasu,Francisci,Engineer,Production
12454,Kerryn,Farris,Staff,Sales
12464,Shai,Milicic,Staff,Sales
12466,Cullen,Nations,Senior Staff,Finance
12468,Ioana,Baezner,Staff,Human Resources
12470,Khue,Hinsberger,Engineer,Production
12475,Filipe,Roison,Senior Engineer,Development
12478,Yahiko,Hopewell,Senior Staff,Marketing
12480,Tetsushi,Schade,Staff,Finance
12482,Chandrasekaran,Rijckaert,Senior Engineer,Production
12487,Mona,Reghbati,Senior Staff,Finance
12488,Etsuo,Gerteisen,Senior Engineer,Development
12489,Arnould,Munck,Senior Engineer,Development
12490,Jackson,Muchinsky,Senior Engineer,Development
12492,Kristinn,Hammerschmidt,Senior Engineer,Production
12493,Filipp,Menhardt,Senior Engineer,Development
12497,Stein,Penz,Senior Staff,Sales
12499,Izaskun,Lamba,Senior Staff,Sales
12501,Morrie,Matheson,Senior Staff,Finance
12502,Danil,VanScheik,Senior Engineer,Production
12504,Adly,Rosaz,Engineer,Production
12505,Barton,Goldhammer,Senior Staff,Sales
12506,Gay,Rodite,Engineer,Production
12509,Rutger,Krzyzanowski,Senior Staff,Customer Service
12514,Tomofumi,Melter,Engineer,Development
12515,Pranav,Wilharm,Senior Engineer,Production
12520,Goetz,Basart,Engineer,Production
12522,Trygve,Zhang,Technique Leader,Production
12523,Tonia,Casley,Senior Staff,Sales
12524,Tetsushi,Demeyer,Engineer,Development
12528,Conor,Cincotta,Senior Staff,Customer Service
12534,Yongmao,Gerlach,Senior Engineer,Production
12537,Avishai,Gonthier,Senior Staff,Sales
12540,Poornachandra,Bresenham,Senior Staff,Human Resources
12541,Shih,Nanard,Senior Staff,Sales
12542,Kazuhide,Bouloucos,Senior Staff,Human Resources
12551,Jeane,Tzvieli,Senior Engineer,Production
12552,Mechthild,Zongker,Staff,Sales
12553,Aral,Vesna,Senior Staff,Human Resources
12555,Spyrose,DuCasse,Assistant Engineer,Development
12557,Stafford,Kopetz,Senior Engineer,Quality Management
12558,Danco,Niizuma,Senior Engineer,Quality Management
12563,Honesty,Ducloy,Engineer,Development
12564,Remco,Nitsche,Staff,Finance
12568,Marlo,Boyle,Engineer,Development
12571,Abdelaziz,Candan,Engineer,Production
12574,Mong,Gelosh,Engineer,Development
12586,Oguz,Tasistro,Senior Engineer,Quality Management
12588,Yagil,Kenevan,Senior Engineer,Development
12589,Anoosh,Chleq,Senior Engineer,Development
12590,Gita,Rosenbaum,Senior Staff,Sales
12596,Breannda,Roisin,Senior Staff,Human Resources
12597,Kazuhito,Petereit,Senior Staff,Customer Service
12601,Ghassan,Simkin,Senior Engineer,Development
12603,Utpal,Roison,Staff,Human Resources
12608,Nectarios,Mondadori,Senior Staff,Human Resources
12612,Chandrasekaran,Thimonier,Staff,Sales
12617,Shawna,Rusterholz,Senior Staff,Sales
12623,Raimond,Scharstein,Senior Staff,Marketing
12626,Gill,Comyn,Senior Engineer,Production
12630,Sreekrishna,Falco,Senior Staff,Customer Service
12635,Xinyu,Restivo,Senior Engineer,Customer Service
12636,Yuuichi,Debuse,Senior Staff,Customer Service
12637,Poorav,Karner,Senior Staff,Human Resources
12638,Yuqun,Seiwald,Engineer,Development
12639,Zeljko,Schapire,Senior Engineer,Production
12642,Suebskul,Gips,Senior Staff,Marketing
12644,Bernt,Jayawardene,Senior Engineer,Production
12645,Kyoichi,Decaestecker,Staff,Sales
12651,Pragnesh,Bael,Senior Staff,Sales
12656,Seshu,Morton,Senior Staff,Customer Service
12662,Leucio,Alvarado,Engineer,Development
12663,Nobuyoshi,Stellhorn,Technique Leader,Development
12664,Zhonghua,Parveen,Staff,Customer Service
12665,Amalendu,Lanphier,Staff,Finance
12666,Stamatina,Prenel,Engineer,Production
12670,Seongbae,Alameldin,Engineer,Production
12672,Mayumi,Varman,Senior Engineer,Quality Management
12678,Carrsten,Borovoy,Engineer,Development
12680,Bader,Staudhammer,Staff,Marketing
12687,Weicheng,Badache,Staff,Sales
12689,Luerbio,Boudaillier,Senior Engineer,Development
12691,Oddvar,Gils,Senior Engineer,Production
12694,Kazuhira,Luders,Engineer,Production
12697,Uri,Brizzi,Senior Staff,Human Resources
12707,Gregory,Zastre,Staff,Sales
12709,Ronghao,Botman,Senior Engineer,Development
12715,Honglan,Showalter,Staff,Finance
12717,Tzu,Jiafu,Staff,Research
12721,Sajjan,Szilard,Engineer,Production
12722,Elliott,Cheshire,Senior Staff,Finance
12725,Inderjeet,Flexer,Senior Staff,Human Resources
12726,Fumitake,Panwar,Senior Engineer,Development
12729,Nahla,Rahier,Senior Engineer,Production
12730,Barry,Perl,Technique Leader,Development
12731,Yongmao,Waymire,Senior Staff,Human Resources
12732,Mara,Takanami,Senior Staff,Sales
12734,Gil,Frijda,Senior Engineer,Development
12746,Heekeun,Lunn,Senior Engineer,Production
12747,Salvador,Atrawala,Technique Leader,Production
12748,Berry,Kakkar,Engineer,Quality Management
12753,Kazuhito,Syrotiuk,Senior Engineer,Production
12754,Ronnie,Tetzlaff,Senior Engineer,Quality Management
12755,Rildo,Rodite,Senior Staff,Human Resources
12758,Hauke,Pashtan,Staff,Finance
12759,LiMin,Kuszyk,Senior Staff,Sales
12761,Hitofumi,Schaad,Senior Staff,Sales
12768,Mingdong,Stiles,Engineer,Development
12769,Abdelwaheb,Gluchowski,Engineer,Production
12770,Maik,Benzaken,Senior Staff,Sales
12773,Jenwei,Lovengreen,Senior Engineer,Development
12774,Moon,Asrin,Engineer,Development
12775,Mariangiola,Berendt,Engineer,Production
12777,Sreenivas,Cichocki,Senior Staff,Sales
12785,Bouchung,Armand,Senior Engineer,Production
12786,Weiyi,Schusler,Engineer,Production
12789,Sanjai,Felcyn,Engineer,Development
12790,Gunilla,Perl,Senior Staff,Sales
12795,Masoud,Fordan,Senior Staff,Finance
12796,Saniya,Stanfel,Senior Engineer,Production
12798,Lillian,Beeson,Senior Staff,Sales
12799,Tiina,Businaro,Senior Staff,Human Resources
12803,Gad,Boissier,Senior Staff,Sales
12807,Gretta,Babb,Senior Engineer,Quality Management
12810,Kristof,Staelin,Technique Leader,Development
12814,Jaques,Kohling,Technique Leader,Production
12815,Sushant,Junot,Senior Staff,Research
12816,Freyja,Ramras,Senior Engineer,Production
12819,Mountaz,Gubsky,Senior Engineer,Production
12821,Arco,Gihr,Engineer,Research
12825,Sakthirel,Cannata,Senior Engineer,Production
12828,Oksana,Camurati,Staff,Finance
12829,Harngdar,Harbusch,Senior Engineer,Production
12831,Maris,Baja,Engineer,Production
12840,Zhensheng,Ferretti,Engineer,Development
12843,Yinlin,Heijenga,Senior Engineer,Development
12846,Krisda,Cyne,Senior Staff,Customer Service
12848,Kazuhide,Smeets,Engineer,Development
12851,Kwangyoen,Ramsay,Staff,Finance
12853,Mang,Brobst,Senior Staff,Customer Service
12855,Mabhin,Murrill,Senior Staff,Human Resources
12857,Alagu,Gils,Senior Engineer,Development
12863,Leif,Matheson,Senior Engineer,Production
12865,Katsuyuki,Rothe,Senior Staff,Research
12868,Berthier,Nanard,Senior Engineer,Quality Management
12869,Jacopo,Swiler,Staff,Research
12871,Shay,Zockler,Staff,Customer Service
12872,Marl,Schmittgen,Senior Staff,Sales
12876,Apostol,Goodrum,Engineer,Development
12879,Baruch,Eugenio,Senior Engineer,Development
12881,Huai,Yurek,Staff,Sales
12885,Anwar,Collavizza,Senior Engineer,Development
12887,Hilari,DuBourdieux,Senior Engineer,Development
12888,Martien,Erni,Senior Staff,Research
12889,Mayumi,Mukaidono,Engineer,Development
12890,Neven,Casley,Senior Staff,Sales
12893,Licheng,Crouzet,Senior Staff,Sales
12895,Roddy,Serot,Senior Engineer,Production
12899,Chinho,Sethi,Senior Staff,Human Resources
12905,Munehiro,Gecsei,Senior Engineer,Development
12910,Uno,Casley,Staff,Customer Service
12915,Arco,Ligten,Senior Staff,Sales
12922,Jacqueline,Porenta,Senior Staff,Sales
12923,Chaosheng,Journel,Senior Engineer,Development
12926,Heekeun,Luby,Senior Staff,Research
12934,Adil,Solares,Senior Engineer,Development
12936,Reinhold,Farrow,Technique Leader,Development
12937,Arup,Cincotta,Staff,Marketing
12940,Odinaldo,Farrar,Senior Engineer,Development
12941,Tommaso,Perelgut,Senior Engineer,Development
12944,Alselm,Benzmuller,Senior Staff,Customer Service
12949,Geoff,Asrin,Senior Engineer,Development
12951,Mohammad,Keirsey,Senior Staff,Marketing
12960,Tayeb,Navazio,Engineer,Research
12962,Paraskevi,Beerel,Senior Staff,Sales
12969,Mohan,Angot,Senior Staff,Sales
12972,Juyoung,Azevdeo,Staff,Human Resources
12974,Gift,Frolund,Senior Staff,Sales
12977,Byong,Markovitch,Senior Engineer,Development
12981,Maren,Merro,Engineer,Production
12982,Sachem,Aamodt,Senior Engineer,Development
12983,Elliott,Hambrick,Staff,Finance
12984,Atilio,Krohm,Engineer,Production
12986,Khun,Hennebert,Senior Engineer,Production
12987,Youngkon,Kading,Senior Engineer,Production
13000,Adhemar,Chiodo,Engineer,Development
13002,Henk,Muhlberg,Senior Engineer,Development
13004,Fan,Beznosov,Senior Engineer,Production
13008,Jayesh,Zaumen,Engineer,Quality Management
13011,Aamer,Glowinski,Technique Leader,Development
13012,Florina,Harbusch,Senior Engineer,Development
13013,Heekeun,Baak,Engineer,Production
13027,Paraskevi,Kohling,Technique Leader,Production
13030,Yahiko,Kroll,Senior Staff,Marketing
13034,Arunas,Rosen,Senior Staff,Sales
13046,Vivian,Stafford,Senior Staff,Finance
13047,Atilio,Chelton,Senior Engineer,Development
13048,Kerhong,Massonet,Senior Engineer,Development
13049,Fan,Naudin,Staff,Research
13052,Aleksandar,Schlenzig,Senior Engineer,Development
13054,Samphel,Masamoto,Senior Engineer,Production
13062,Xinglin,Baak,Technique Leader,Development
13065,Zine,Schiper,Senior Staff,Sales
13067,Wayne,Kornyak,Senior Engineer,Development
13073,Utpal,Journel,Staff,Sales
13075,Rosella,Morrin,Senior Staff,Sales
13076,Deniz,Skafidas,Engineer,Development
13084,Domenico,Pagter,Senior Staff,Finance
13086,Dzung,Domenig,Senior Staff,Human Resources
13087,Gor,Ranft,Senior Engineer,Production
13093,Sajjan,Unno,Staff,Sales
13095,Khedija,Cochrane,Staff,Customer Service
13096,Ibibia,Armand,Senior Engineer,Quality Management
13103,Srinidhi,Ellozy,Senior Engineer,Development
13108,Rance,Matteis,Senior Staff,Marketing
13110,Maria,Kamble,Senior Engineer,Development
13113,Kwun,Landherr,Staff,Finance
13124,Quingbo,Garnick,Senior Staff,Sales
13126,Parviz,Hennebert,Senior Engineer,Production
13133,Guther,Senzako,Senior Staff,Customer Service
13134,Lorien,Chepyzhov,Senior Engineer,Production
13140,Shuji,Vidal,Staff,Research
13143,Qingxiang,Ventosa,Technique Leader,Production
13144,Persi,Nollmann,Senior Staff,Finance
13146,Haldon,Erie,Senior Staff,Sales
13147,Shichao,Ginesta,Senior Staff,Sales
13149,Alejandro,Gill,Assistant Engineer,Development
13150,Mahmut,Stavenow,Technique Leader,Quality Management
13156,Akeel,Millington,Senior Engineer,Development
13159,Jingling,Ranst,Staff,Finance
13161,Manu,Picci,Senior Engineer,Development
13165,Lucian,Benner,Senior Engineer,Quality Management
13168,Munir,Stentiford,Senior Engineer,Production
13170,Cheong,Bernardeschi,Senior Staff,Human Resources
13171,Anoosh,Birnbaum,Senior Engineer,Quality Management
13173,Arve,Horswill,Senior Staff,Sales
13175,Yucai,Swick,Senior Engineer,Production
13179,Moty,Janocha,Staff,Sales
13182,Kokou,Rodite,Engineer,Production
13186,Kyoichi,Barbanera,Senior Staff,Sales
13189,Yuuichi,Bazzichi,Staff,Research
13192,Rosita,Flowers,Technique Leader,Production
13197,Rosita,Litzler,Staff,Finance
13200,Weidon,Pauthner,Senior Engineer,Production
13202,Aram,Scharstein,Senior Staff,Research
13203,Phule,Emmart,Senior Staff,Customer Service
13204,Mircea,Pellegrinelli,Assistant Engineer,Production
13206,Tetsurou,Rullman,Staff,Finance
13210,Jianhua,Klassen,Senior Staff,Marketing
13213,Hein,Billawala,Senior Staff,Sales
13216,Stabislas,Weedman,Staff,Customer Service
13221,Premsyl,Famili,Senior Staff,Research
13227,Goncalo,Pell,Staff,Sales
13232,Mitchel,Fujisaki,Technique Leader,Development
13233,Alselm,Chvatal,Senior Engineer,Development
13235,Taizo,Remmers,Engineer,Production
13238,Ebru,Foote,Senior Staff,Sales
13240,King,Pileggi,Senior Engineer,Development
13243,Fay,Huxford,Staff,Sales
13246,Adil,Siepmann,Staff,Sales
13248,Keiichiro,Guting,Staff,Sales
13249,Oldrich,Rissland,Staff,Sales
13250,Zeydy,Schusler,Senior Engineer,Production
