emp_no,first_name,last_name,gender,salary,to_date
15230,Keiichiro,Suessmith,F,70187,9999-01-01
15234,Jouko,Zhiwei,F,47654,9999-01-01
15237,Reinhard,Sadowsky,M,40000,9999-01-01
15243,Mountaz,Famili,F,41015,9999-01-01
15248,Edwin,Baar,M,64696,9999-01-01
15253,Ayonca,Pardalos,M,40396,9999-01-01
15269,Eric,Reghbati,F,60930,9999-01-01
15271,Shiv,Bernardeschi,F,88026,9999-01-01
15292,Miyeon,Lammel,M,87586,9999-01-01
15324,Ziya,Lunn,M,40000,9999-01-01
15329,Fan,Openshaw,F,41839,9999-01-01
15330,Jaroslava,Chinal,M,53020,9999-01-01
15337,Masaru,Radivojevic,M,40000,9999-01-01
15343,Chaosheng,Luce,F,48936,9999-01-01
15354,Chikara,Nyrup,M,40782,9999-01-01
15365,Mikhail,Schiettecatte,M,41309,9999-01-01
15369,Premal,Penttonen,F,81954,9999-01-01
15370,Chuanyi,Nilsson,F,67631,9999-01-01
15372,Nahum,Broder,M,79245,9999-01-01
15375,Shuho,Manders,F,65920,9999-01-01
15377,Shugo,Aumann,M,50274,9999-01-01
15382,Alassane,Siegrist,M,66083,9999-01-01
15392,Pradeep,Markovitch,M,55638,9999-01-01
15408,Maik,Penttonen,F,40000,9999-01-01
15410,Wilmer,Kushner,F,58123,9999-01-01
15412,Huai,Thiria,M,62190,9999-01-01
15438,Constantijn,Munoz,F,43326,9999-01-01
15441,Arvind,Weisert,F,40000,9999-01-01
15452,Kazuhira,Weedman,M,40000,9999-01-01
15454,Hongzue,Cesareni,F,57571,9999-01-01
15470,Weiwu,Huhdanpaa,M,40693,9999-01-01
15474,Gilbert,Plumb,M,90430,9999-01-01
15479,Zhenbing,Soicher,M,40000,9999-01-01
15480,Kwok,Trogemann,M,47645,9999-01-01
15504,Kasturi,Alpin,M,40000,9999-01-01
15505,Collette,Mikschl,F,56848,9999-01-01
15510,Inderjeet,Sethi,M,48661,9999-01-01
15511,George,Kowalchuk,F,76880,9999-01-01
15518,Uno,Valtorta,F,55563,9999-01-01
15525,Masadi,Cherinka,M,40000,9999-01-01
15534,Guozhong,Grabner,F,63090,9999-01-01
15543,Mingdong,Staelin,F,40000,9999-01-01
15548,Sanjai,Caine,M,48171,9999-01-01
15563,Constantino,Zykh,M,56239,9999-01-01
15565,True,Muchinsky,M,73532,9999-01-01
15566,Baoqiu,Azuma,M,61655,9999-01-01
15600,Mack,Perna,M,40000,9999-01-01
15601,Carrsten,Anily,F,83263,9999-01-01
15651,Huan,Iwayama,F,50313,9999-01-01
15656,Mohammad,Schaaf,M,66141,9999-01-01
15682,Hiroyasu,Przulj,M,40000,9999-01-01
15687,Dekang,Ambroszkiewicz,M,62333,9999-01-01
15703,Chenye,Hanratty,M,40000,9999-01-01
15708,Reuven,Kushnir,F,85063,9999-01-01
15714,Troy,Bala,F,40000,9999-01-01
15715,Insup,Ibel,F,40000,9999-01-01
15726,Zhilian,Parascandalo,M,70522,9999-01-01
15739,Poorav,Bahr,F,54605,9999-01-01
15740,Stepehn,Pocchiola,M,57994,9999-01-01
15750,Arumugam,Bresenham,M,40000,9999-01-01
15765,Tonny,Taubenfeld,F,40000,9999-01-01
15767,Baocai,Broomell,M,40000,9999-01-01
15769,Pranay,Oskamp,M,61575,9999-01-01
15788,Taegyun,Deyuan,M,53521,9999-01-01
15799,Manton,Gelosh,M,64458,9999-01-01
15809,Mingsen,Antonisse,M,50619,9999-01-01
15819,Magdalena,Rajcani,M,63847,9999-01-01
15821,Aleksander,Antonakopoulos,M,40000,9999-01-01
15846,Bowen,Litecky,M,40000,9999-01-01
15861,Gio,Anido,F,50890,9999-01-01
15866,Angel,Seiwald,M,40000,9999-01-01
15869,Guoxiang,Bala,M,40000,9999-01-01
15876,Munehiro,Vakili,F,51140,9999-01-01
15877,Yannik,Kroll,M,40000,9999-01-01
15880,Miquel,Dechter,M,40000,9999-01-01
15889,Sasan,Azumi,M,63393,9999-01-01
15892,Lunjin,Pettis,F,60367,9999-01-01
15901,Marsja,Fargier,F,40000,9999-01-01
15902,Kazuhide,Stille,F,40000,9999-01-01
15905,DeForest,Petersohn,F,47421,9999-01-01
15911,Shaibal,Viele,M,45602,9999-01-01
15934,Kensyu,Shinomoto,F,50454,9999-01-01
15938,Garnik,Covnot,F,69499,9999-01-01
15942,Murthy,Rosca,M,50486,9999-01-01
15943,Yakkov,Demke,M,40000,9999-01-01
15945,Hauke,Larfeldt,M,57717,9999-01-01
15948,Karoline,Versino,F,40000,9999-01-01
15955,Yuguang,Dratva,F,45283,9999-01-01
15971,Arumugam,Aloia,M,42963,9999-01-01
15977,King,Ballarin,M,44282,9999-01-01
15978,Kaijung,Wielonsky,F,40000,9999-01-01
15993,Yoshimitsu,Peir,M,45611,9999-01-01
16000,Marek,Demos,F,40000,9999-01-01
16018,Boutros,Papadias,M,52560,9999-01-01
16019,Chaoyi,Heystek,F,40000,9999-01-01
16025,Doowon,Luce,F,84433,9999-01-01
16028,JiYoung,Takkinen,F,53714,9999-01-01
16033,Wayne,Spelt,F,40000,9999-01-01
16052,Maria,Rodham,F,40000,9999-01-01
16066,Marsha,Penn,F,74757,9999-01-01
16068,Leandro,Zongker,M,53031,9999-01-01
16076,Marko,Ebeling,M,47061,9999-01-01
16077,Kannan,Heemskerk,F,49020,9999-01-01
16086,Mohammad,Denos,M,42903,9999-01-01
16094,Berto,Rosar,M,40000,9999-01-01
16099,Mohan,Ferretti,M,40000,9999-01-01
16126,Tse,Crabtree,M,68863,9999-01-01
16130,Kerryn,Belinskaya,M,40000,9999-01-01
16134,Annemarie,Chaudhuri,F,40000,9999-01-01
16138,Leucio,Krzyzanowski,M,67593,9999-01-01
16154,Monique,Docker,M,40000,9999-01-01
16185,Marin,Winter,F,44003,9999-01-01
16192,Leandro,Sigstam,M,40000,9999-01-01
16201,Krassimir,Olano,M,53081,9999-01-01
16227,Hitomi,Vural,F,58619,9999-01-01
16229,Ronnie,Lanzelotte,F,40000,9999-01-01
16230,Ung,Babu,M,40000,9999-01-01
16233,Sushant,Baba,M,54684,9999-01-01
16234,Jacopo,Basart,F,40000,9999-01-01
16246,Makato,Masaki,M,40000,9999-01-01
16252,Carrsten,Mattern,F,64982,9999-01-01
16266,Mikhail,Sethi,M,57642,9999-01-01
16272,Shuho,Zeleznik,M,40000,9999-01-01
16274,Sadun,Navazio,M,65521,9999-01-01
16324,Billie,Bazzichi,M,40000,9999-01-01
16337,Hironoby,Schaad,M,40000,9999-01-01
16341,Boutros,Fendler,F,40000,9999-01-01
16355,Nikolaos,Luca,M,80403,9999-01-01
16364,Yifei,Gini,M,73503,9999-01-01
16365,Janalee,Mellouli,F,40000,9999-01-01
16377,Duri,Stanger,M,62147,9999-01-01
16380,Zhilian,Chleq,M,42820,9999-01-01
16382,Chaoyi,Talmon,M,66986,9999-01-01
16383,Lidong,Czap,F,55977,9999-01-01
16388,Subhankar,Georgatos,M,40000,9999-01-01
16397,Shimshon,Cusworth,F,66757,9999-01-01
16398,Limsoon,Krzyzanowski,M,71254,9999-01-01
16399,Apostol,Collette,F,59384,9999-01-01
16404,Rafols,Rabehasaina,M,45689,9999-01-01
16412,Moss,Tokunaga,F,66524,9999-01-01
16425,Idoia,Beerel,M,53045,9999-01-01
16438,Abdulla,Demeyer,M,52449,9999-01-01
16446,Jouko,Chinin,M,94600,9999-01-01
16447,Zhiguo,Savasere,F,40000,9999-01-01
16448,Tsvetan,Zwicker,M,76979,9999-01-01
16453,Goncalo,Basart,M,47433,9999-01-01
16471,Bogdan,Birta,M,44976,9999-01-01
16479,Jixiang,Eiter,M,62446,9999-01-01
16486,Sanjay,Perin,M,57496,9999-01-01
16487,Arunas,Yemenis,M,73302,9999-01-01
16490,Muzhong,Thiria,M,85462,9999-01-01
16491,Emdad,Radwan,M,40000,9999-01-01
16504,Mong,Cromarty,F,40000,9999-01-01
16510,Mototsugu,Vecchio,M,40000,9999-01-01
16537,Weidon,Seiwald,M,40000,9999-01-01
16539,Gretta,Fetvedt,M,40000,9999-01-01
16546,Sangeeta,Lanphier,M,47819,9999-01-01
16549,Olivera,Thibadeau,M,60531,9999-01-01
16551,Sadegh,Ranon,M,82980,9999-01-01
16556,Mostafa,Hiltgen,M,53954,9999-01-01
16567,Hein,Senzako,M,40000,9999-01-01
16570,Uta,Matzen,F,46162,9999-01-01
16580,Masaru,Valiente,F,40000,9999-01-01
16607,Vishwani,Honglei,F,54558,9999-01-01
16619,Arvind,Boguraev,F,40000,9999-01-01
16657,Yongdong,Heyers,M,63463,9999-01-01
16658,Florian,Soicher,M,50917,9999-01-01
16672,Georgi,Peris,M,55265,9999-01-01
16674,Duke,Takanami,M,40000,9999-01-01
16679,Domenick,Cummings,F,40000,9999-01-01
16683,Hatem,Ghandeharizadeh,F,60120,9999-01-01
16716,Ramachenga,Zumaque,F,54270,9999-01-01
16719,Sasan,Benantar,M,40000,9999-01-01
16723,Mohd,Randt,F,56932,9999-01-01
16729,Kirk,Broomell,M,51318,9999-01-01
16731,Domenico,Versino,M,48868,9999-01-01
16759,Vojin,Masaki,M,40000,9999-01-01
16799,Shigeichiro,Bamford,M,54405,9999-01-01
16801,Gila,Strooper,M,48932,9999-01-01
16803,Ziva,Rohrbach,M,50968,9999-01-01
16806,Sreekrishna,Dayana,M,72405,9999-01-01
16808,Kiyokazu,Katiyar,M,87215,9999-01-01
16851,Leon,Stasinski,M,51771,9999-01-01
16852,Yefim,Fontet,F,48864,9999-01-01
16862,JiYoung,Eppinger,M,40000,9999-01-01
16864,Candido,Gecsel,M,50361,9999-01-01
16869,Yakkov,Huttel,M,40000,9999-01-01
16871,Munir,Stiles,M,55303,9999-01-01
16875,Nikolaos,Radhakrishnan,M,40000,9999-01-01
16880,Honesty,Bresenham,M,40000,9999-01-01
16897,Charlene,Ebeling,M,57244,9999-01-01
16910,Kazunori,Botman,M,57230,9999-01-01
16919,Tesuya,Yurov,F,40184,9999-01-01
16921,Evgueni,Yeung,M,71025,9999-01-01
16954,Akhilish,Apsitis,M,47943,9999-01-01
16955,Sangeeta,Marrakchi,M,74715,9999-01-01
16969,Sanjit,Braccini,F,49377,9999-01-01
16986,Hirochika,Gecseg,M,61653,9999-01-01
16988,Xiong,Peron,M,47878,9999-01-01
16993,Hongzue,Dahlbom,M,57751,9999-01-01
16999,Bezalel,Sadowsky,F,40000,9999-01-01
17012,Valdiodio,Petereit,M,40000,9999-01-01
17018,Berhard,Tasistro,F,40000,9999-01-01
17024,Ewing,Siepmann,F,58181,9999-01-01
17041,Nishit,Montemayor,F,40492,9999-01-01
17046,Fay,Kornyak,F,44955,9999-01-01
17048,Christoph,Murthy,M,46913,9999-01-01
17055,Marin,Wixon,M,46654,9999-01-01
17063,Anoosh,Thiran,M,91391,9999-01-01
17066,Heping,Ruther,M,59260,9999-01-01
17068,Bodh,Gopalakrishnan,F,40000,9999-01-01
17072,Richara,Bala,M,40000,9999-01-01
17076,Gudjon,Hitomi,M,60092,9999-01-01
17078,Gill,Hinsberger,M,44442,9999-01-01
17081,Weiru,Murtafg,F,40846,9999-01-01
17089,Rafail,Erman,F,67779,9999-01-01
17098,Xuedong,Gelosh,F,40000,9999-01-01
17101,Sandeepan,Compeau,M,40173,9999-01-01
17102,Radhika,Garnick,F,89793,9999-01-01
17103,Takahiro,Feldmann,M,48187,9999-01-01
17120,Yifei,Polupanov,M,40000,9999-01-01
17125,Akhilish,Zweizig,M,40000,9999-01-01
17126,Matk,Schapire,F,40000,9999-01-01
17143,Ziyad,Munke,M,40000,9999-01-01
17146,Aemilian,Barbanera,F,65674,9999-01-01
17158,Danai,Vecchio,F,48426,9999-01-01
17159,Quingbo,Mitchem,F,56346,9999-01-01
17160,Shay,Montemayor,F,49824,9999-01-01
17163,Yurii,Papsdorf,M,47086,9999-01-01
17199,Vasilis,Guardalben,M,40000,9999-01-01
17215,Junichi,Langford,M,47977,9999-01-01
17220,Lorien,Panwar,F,45404,9999-01-01
17222,Leen,Muchinsky,M,54882,9999-01-01
17235,Ronnie,Rissanen,M,40000,9999-01-01
17236,Matk,Merro,F,75541,9999-01-01
17245,Neven,Milicia,F,81426,9999-01-01
17260,Abdulah,Famili,F,40000,9999-01-01
17277,Arnd,Hopewell,M,40000,9999-01-01
17280,Xuejia,Merle,F,69670,9999-01-01
17285,Mario,Weiland,F,55174,9999-01-01
17294,Shrikanth,Pietrzykowski,M,43785,9999-01-01
17326,Arumugam,Ramsay,F,40000,9999-01-01
17327,Yongmin,Gihr,M,50152,9999-01-01
17329,Shaunak,Tyugu,M,58239,9999-01-01
17336,Shigenori,Chaudhuri,M,71761,9999-01-01
17339,Fan,Mullainathan,F,58306,9999-01-01
17340,Yurii,Brookman,M,65863,9999-01-01
17352,Muneo,Katiyar,M,71029,9999-01-01
17355,Mingzeng,Weisert,F,40000,9999-01-01
17384,Youngkon,Nooteboom,M,55693,9999-01-01
17387,Shir,Serra,F,49554,9999-01-01
17396,Valeri,Henders,F,40000,9999-01-01
17397,Kenroku,Hardjono,F,40000,9999-01-01
17412,Leni,Vilarrasa,F,43480,9999-01-01
17436,Chirstian,Munawer,M,79815,9999-01-01
17448,Makato,Belinskaya,F,40728,9999-01-01
17468,Abdelghani,Irland,F,59122,9999-01-01
17470,Genevieve,Lichtner,M,60901,9999-01-01
17472,Murthy,Verhoeff,M,40000,9999-01-01
17487,Gully,Staudhammer,F,40000,9999-01-01
17489,Karlis,Vigier,M,48368,9999-01-01
17500,Jinya,Bratsberg,M,44825,9999-01-01
17505,Gunilla,Moffat,F,63455,9999-01-01
17512,Frederique,Hofmeyr,F,40000,9999-01-01
17520,Shahab,Keohane,F,40000,9999-01-01
17539,Cathie,Uhrik,F,60576,9999-01-01
17544,Kien,Marletta,M,53927,9999-01-01
17552,Pradeep,Neiman,F,45663,9999-01-01
17556,Makato,Tsukuda,F,67047,9999-01-01
17559,Annemarie,Papastamatiou,M,53573,9999-01-01
17573,Berthier,Deverell,M,77659,9999-01-01
17576,Behnaam,Krybus,M,40000,9999-01-01
17582,Kauko,Spieker,M,44397,9999-01-01
17584,Emdad,Coorg,F,40000,9999-01-01
17586,Lein,Halevi,F,40000,9999-01-01
17629,Mostafa,Winter,M,70592,9999-01-01
17647,Vasilis,Swab,F,75896,9999-01-01
17657,Thanasis,Zucker,M,43935,9999-01-01
17674,Adib,Braccini,M,43044,9999-01-01
17677,Mingdong,Ramalingam,F,40000,9999-01-01
17683,Bernt,Henders,F,54891,9999-01-01
17688,Faiza,Cincotta,F,45880,9999-01-01
17696,Feiyu,Kusalik,F,40000,9999-01-01
17699,Radhia,Heping,F,48618,9999-01-01
17704,Vatsa,Broomell,F,40000,9999-01-01
17705,Toshimo,Mellouli,M,50346,9999-01-01
17711,Owen,Katiyar,F,49277,9999-01-01
17716,Josyula,Vitiello,M,40000,9999-01-01
17728,Tsuneo,Lienhardt,M,57162,9999-01-01
17742,Tru,Cappelletti,M,52300,9999-01-01
17745,Hatem,Schreiter,M,40000,9999-01-01
17778,Chirstian,Matzov,M,40000,9999-01-01
17791,Matt,Stifter,F,46451,9999-01-01
17798,Guangming,Suessmith,M,83096,9999-01-01
17807,Jianhua,Glowinski,M,40000,9999-01-01
17815,Shuji,Wissmann,M,40000,9999-01-01
17816,Toshimo,Kenevan,M,74497,9999-01-01
17834,Zhilian,Fiutem,M,40000,9999-01-01
17840,Tonny,Sherertz,M,66948,9999-01-01
17841,Hilary,Ramaiah,F,40000,9999-01-01
17849,Mandell,Varker,F,40000,9999-01-01
17869,Xiaocheng,Prochazka,F,40000,9999-01-01
17871,Ebbe,Hedayat,M,48561,9999-01-01
17874,Rutger,Minakawa,M,75424,9999-01-01
17891,Isaac,Luiz,M,44505,9999-01-01
17900,Sakthirel,Belinskaya,M,40000,9999-01-01
17907,Kotesh,Bernini,M,69291,9999-01-01
17916,Sukumar,Morrin,M,65572,9999-01-01
17925,Adamantios,Baezner,F,47958,9999-01-01
17973,Sanjit,Beidas,M,51947,9999-01-01
17986,Oguz,Angelopoulos,M,77587,9999-01-01
17995,Oldrich,Vickson,F,40000,9999-01-01
18006,Vidya,Hanabata,F,108512,9999-01-01
18013,Jiong,Shanbhogue,F,40000,9999-01-01
18016,Somnath,Kaminger,M,50136,9999-01-01
18018,Sasan,Schrooten,M,70282,9999-01-01
18020,Adhemar,Pelz,F,40000,9999-01-01
18030,Jasminko,Brookner,F,55277,9999-01-01
18065,Chriss,Wroclawski,M,52601,9999-01-01
18075,Lein,Goodrum,M,44780,9999-01-01
18080,Satyanarayana,Rosar,F,40000,9999-01-01
18099,Kazuhiko,Fendler,M,48187,9999-01-01
18108,Sanjai,Genin,M,76712,9999-01-01
18123,Kristinn,Hitomi,M,40000,9999-01-01
18130,Claudi,Cairo,M,40000,9999-01-01
18134,Ult,Pesch,M,70424,9999-01-01
18138,Moni,Baezner,M,62786,9999-01-01
18155,Dayanand,Danlos,M,40000,9999-01-01
18181,Gregory,Beerel,F,50366,9999-01-01
18208,Demin,Irland,M,70916,9999-01-01
18210,Mabo,Radhakrishnan,M,40000,9999-01-01
18212,Constantino,Journel,F,40000,9999-01-01
18223,Gully,Mitchem,M,48598,9999-01-01
18237,Limsoon,Tramer,M,40592,9999-01-01
18242,Shichao,Demian,F,62461,9999-01-01
18251,Alair,Panangaden,M,58297,9999-01-01
18261,Shridhar,Baak,M,40000,9999-01-01
18274,Yefim,Karnin,F,63753,9999-01-01
18297,Guther,Nastansky,M,56421,9999-01-01
18310,Ioana,Dalton,F,41095,9999-01-01
18316,Hongzue,Msuda,F,54186,9999-01-01
18322,Tonia,Lueh,M,40000,9999-01-01
18323,Oddvar,Tiemann,F,40000,9999-01-01
18333,Munehiro,Plesums,M,40520,9999-01-01
18375,Gian,Debuse,M,41562,9999-01-01
18376,Wayne,Stranks,M,50047,9999-01-01
18382,Remko,Mattern,F,57540,9999-01-01
18393,Wuxu,Aseltine,M,40205,9999-01-01
18401,Vidya,Itzfeldt,M,59818,9999-01-01
18402,Bernice,Ritzmann,F,45396,9999-01-01
18427,Kiyomitsu,Qiwen,F,65998,9999-01-01
18438,Chiradeep,Iacovou,M,41898,9999-01-01
18443,Florina,Swick,M,69107,9999-01-01
18448,Rosine,Bazelow,M,44353,9999-01-01
18450,Takahito,Hoppenstand,M,59963,9999-01-01
18454,Eric,Anido,M,64815,9999-01-01
18459,Shuzo,Kavanagh,F,40000,9999-01-01
18468,Kirk,Cunliffe,F,40000,9999-01-01
18478,Mitsuyuki,Stranks,M,40000,9999-01-01
18503,Mechthild,Marletta,M,66668,9999-01-01
18511,Pascal,Marzano,M,40000,9999-01-01
18532,Joydip,Onuegbe,M,52115,9999-01-01
18542,Tiina,Anido,M,48606,9999-01-01
18547,Gladys,Sankaranarayanan,M,40000,9999-01-01
18571,Xinglin,Flowers,M,70621,9999-01-01
18573,Zongyan,Baca,F,88101,9999-01-01
18580,Mabo,Bamford,M,40000,9999-01-01
18581,Mitsuyuki,Ranai,F,99867,9999-01-01
18663,Rafols,Sridhar,F,62505,9999-01-01
18664,Itzchak,Akaboshi,F,55929,9999-01-01
18666,Hitofumi,Baja,M,69504,9999-01-01
18671,Shan,Nastansky,M,55188,9999-01-01
18673,Ohad,Orlowski,M,40000,9999-01-01
18679,Roded,Lambe,F,80953,9999-01-01
18701,Mori,Ratnakar,F,58282,9999-01-01
18706,Debaprosad,Schicker,M,47897,9999-01-01
18725,Cullen,Marchegay,F,48904,9999-01-01
18728,Tzvetan,Luft,F,42857,9999-01-01
18770,Fei,Yurek,M,55686,9999-01-01
18771,Domenick,Haraldson,F,51637,9999-01-01
18775,Shay,Akazan,M,62152,9999-01-01
18784,Pohua,Hempstead,F,48213,9999-01-01
18786,Guozhong,Veevers,M,40000,9999-01-01
18789,Reinhold,Domenig,F,61935,9999-01-01
18790,Florina,Rahier,F,41481,9999-01-01
18799,Kshitij,Lunn,M,42095,9999-01-01
18806,Akhilish,Petereit,M,59955,9999-01-01
18809,Laurentiu,Munoz,M,63500,9999-01-01
18811,Cheong,Oxenboll,F,59977,9999-01-01
18817,Kristin,Xiaoshan,M,40000,9999-01-01
18833,Roded,Majewski,M,46611,9999-01-01
18835,Uwe,Lieblein,M,40000,9999-01-01
18866,Fumiyo,Hettesheimer,M,56470,9999-01-01
18888,Sajjan,Stassinopoulos,F,40562,9999-01-01
18890,Pasqua,Litecky,F,43372,9999-01-01
18919,Remco,Stille,F,63564,9999-01-01
18921,Maren,Radwan,M,73112,9999-01-01
18927,Muneo,Msuda,M,40000,9999-01-01
18933,Barun,Panienski,F,47862,9999-01-01
18943,Anneli,Rando,F,54916,9999-01-01
18946,Gio,Warwick,M,40000,9999-01-01
18955,Ziya,Flexer,F,60604,9999-01-01
18979,Girolamo,Fujisawa,M,76060,9999-01-01
18980,Weiye,Kawashimo,F,56699,9999-01-01
18986,Pintsang,Babu,M,55714,9999-01-01
18989,Goh,Quittner,M,53559,9999-01-01
18994,Leszek,Mitsuhashi,M,69135,9999-01-01
19006,Martina,Hempstead,F,40000,9999-01-01
19012,Gal,Panangaden,M,56894,9999-01-01
19014,Jiafu,Danecki,F,49781,9999-01-01
19027,Ferdinand,Nanard,M,46182,9999-01-01
19029,Khosrow,Jiang,M,40000,9999-01-01
19031,Rosella,Pollock,F,86266,9999-01-01
19035,Fuqing,Bellone,F,45728,9999-01-01
19036,Sampalli,Vesna,M,61331,9999-01-01
19037,Lucien,Bernardeschi,M,40000,9999-01-01
19042,Rosita,Levergood,F,40000,9999-01-01
19048,Nikolaus,Radhakrishnan,F,64540,9999-01-01
19049,Breannda,Picht,M,40000,9999-01-01
19051,Marek,Cappello,M,70956,9999-01-01
19076,Hein,Ferretti,M,40000,9999-01-01
19089,Badri,Ellozy,M,64741,9999-01-01
19109,Jenwei,Denis,M,46911,9999-01-01
19114,Jayson,Pietracaprina,F,71920,9999-01-01
19120,Giri,Qiwen,F,49416,9999-01-01
19129,Bowen,Jiafu,F,40000,9999-01-01
19134,Seongbin,Bakhtari,M,89672,9999-01-01
19147,Chaitali,Bennis,M,76197,9999-01-01
19151,Jeanne,Peral,M,40000,9999-01-01
19154,Inderjeet,Denna,M,40000,9999-01-01
19160,Tetsurou,Jervis,F,72108,9999-01-01
19162,Chinho,Fadgyas,M,40000,9999-01-01
19192,Yinlin,Schusler,M,56767,9999-01-01
19201,Arto,Sommen,M,85848,9999-01-01
19205,Moto,Sinitsyn,F,93690,9999-01-01
19206,Wanqing,Pellegrinelli,F,71889,9999-01-01
19209,Berhard,Encarnacion,M,40000,9999-01-01
19244,Guenter,Vitiello,M,51173,9999-01-01
19249,Saniya,Iivonen,M,40000,9999-01-01
19256,Rosita,Riexinger,M,40000,9999-01-01
19259,Anoosh,Pelc,F,47060,9999-01-01
19268,Adit,Papastamatiou,M,40000,9999-01-01
19294,IEEE,Schoegge,M,40000,9999-01-01
19310,Bouchung,Guerreiro,M,55989,9999-01-01
19318,Xianlong,Halevi,F,55717,9999-01-01
19328,Yannik,Smeets,F,40000,9999-01-01
19329,Alair,Marletta,F,48046,9999-01-01
19332,Changho,Khamsi,F,66487,9999-01-01
19333,Sanjeeva,Schrooten,F,44724,9999-01-01
19335,Susanta,Khalid,F,40000,9999-01-01
19353,Mayumi,Schaar,M,58474,9999-01-01
19356,Masato,Prenel,F,51642,9999-01-01
19381,Xiahua,Holburn,F,82438,9999-01-01
19393,Boaz,Back,F,52070,9999-01-01
19394,Charmane,Bahl,M,70830,9999-01-01
19397,Arnd,Diderrich,F,46492,9999-01-01
19406,Sakthirel,Lindenbaum,F,49576,9999-01-01
19419,Palash,Bernardeschi,F,52164,9999-01-01
19422,Florian,Budinsky,F,48435,9999-01-01
19425,Xuejia,Pettey,M,53627,9999-01-01
19453,Baoqiu,Buescher,M,40000,9999-01-01
19454,Taisook,Hutter,F,40000,9999-01-01
19467,Mitchel,Ecklund,M,40000,9999-01-01
19487,Huiqun,Cannane,M,64256,9999-01-01
19488,Maris,Perly,M,45504,9999-01-01
19493,Caolyn,Tramer,F,59120,9999-01-01
19501,Kokou,Baranowski,M,72030,9999-01-01
19503,Jaana,Papsdorf,M,43939,9999-01-01
19511,Jamaludin,Fujisaki,F,69281,9999-01-01
19515,Keiichiro,Gurbaxani,F,79297,9999-01-01
19518,Genta,Vieri,F,48762,9999-01-01
19543,Chaitali,Perl,M,55814,9999-01-01
19546,Kwan,Penz,M,40000,9999-01-01
19565,Zito,Riesenhuber,M,40000,9999-01-01
19580,Stein,Tagansky,M,82037,9999-01-01
19583,Edwin,Veccia,M,64800,9999-01-01
19586,Hirochika,Minakawa,F,40000,9999-01-01
19602,Sandeepan,Olivero,M,51525,9999-01-01
19612,Chenxi,Erdmenger,M,83131,9999-01-01
19616,Niranjan,Uchoa,M,45859,9999-01-01
19617,Mircea,Landherr,M,43394,9999-01-01
19621,Radhakrishnan,Albarhamtoshy,M,40000,9999-01-01
19624,Younwoo,Wolniewicz,F,49259,9999-01-01
19629,Stepehn,Matzke,M,81751,9999-01-01
19633,Tayeb,Nourani,F,40000,9999-01-01
19634,Phuoc,Etalle,F,50862,9999-01-01
19637,Dipayan,Papastamatiou,M,45831,9999-01-01
19639,Sibyl,Terlouw,M,40000,9999-01-01
19640,Tonny,Francisci,M,71369,9999-01-01
19644,Jackson,Isaac,M,53423,9999-01-01
19653,Gay,Crooks,M,40000,9999-01-01
19661,Sangeeta,Speckmann,F,40000,9999-01-01
19663,Sverrir,Navazio,M,74026,9999-01-01
19665,Khalid,Zielinski,F,63601,9999-01-01
19667,Munenori,Matzel,F,52876,9999-01-01
19669,Shem,Honiden,F,68024,9999-01-01
19674,Mart,Varley,F,40000,9999-01-01
19675,Isamu,Herath,M,90306,9999-01-01
19678,Xiping,Plotkin,M,40000,9999-01-01
19708,Ortrud,Biros,M,49169,9999-01-01
19709,Xiaopeng,Asmuth,M,62904,9999-01-01
19712,Kristine,Litzler,M,40000,9999-01-01
19720,Kwangyoen,Maksimenko,M,40000,9999-01-01
19723,Xuejun,Magalhaes,F,54056,9999-01-01
19724,Visit,Hasham,F,69399,9999-01-01
19728,Candido,Ramsey,F,78721,9999-01-01
19737,Harngdar,Cools,F,86017,9999-01-01
19738,Giri,Sury,M,74083,9999-01-01
19744,Aleksander,Skafidas,F,59739,9999-01-01
19758,Rildo,Birdsall,M,40000,9999-01-01
19766,Saeed,Munke,F,52681,9999-01-01
19771,Aral,Katalagarianos,F,89448,9999-01-01
19777,Halsur,Ferretti,M,63089,9999-01-01
19791,Kankanahalli,Azulay,M,45827,9999-01-01
19804,Tamiya,Benzmuller,M,53435,9999-01-01
19814,Subhrajyoti,Rosaz,F,40000,9999-01-01
19826,Fox,Christ,M,53382,9999-01-01
19828,Dannz,Maliniak,M,48504,9999-01-01
19839,Tadahiro,Hempstead,F,40424,9999-01-01
19841,Adil,Straney,M,49999,9999-01-01
19843,Mohamadou,Peir,M,84534,9999-01-01
19849,Weicheng,Serre,M,69889,9999-01-01
19874,Xuejia,Kuzuoka,M,98732,9999-01-01
19882,Thanasis,Demri,F,40000,9999-01-01
19901,Tsvetan,Stasinski,F,40000,9999-01-01
19904,Mototsugu,Rosenbaum,F,44347,9999-01-01
19933,Taizo,Bharadwaj,F,42732,9999-01-01
19940,Reinhard,Einsfeld,M,50833,9999-01-01
19943,Shimshon,Schoegge,F,57412,9999-01-01
19946,Owen,Levasseur,M,54941,9999-01-01
19950,Jaroslava,Kusakari,M,40000,9999-01-01
19955,IEEE,Conry,M,65157,9999-01-01
19975,Mabry,Geffroy,M,40000,9999-01-01
19982,Khatoun,Baba,F,40000,9999-01-01
19984,Zhonghui,Taubenfeld,M,63176,9999-01-01
19996,Berni,Chinen,M,56085,9999-01-01
20006,Geoff,Birnbaum,F,60279,9999-01-01
